2015/4/1 4:00,119,四川乐山岷江大桥,长江,岷江（与大渡河汇合前）,7,Ⅰ,6,Ⅱ,3,Ⅱ,9999,-,0,Ⅱ
2015/4/1 4:00,173,湖南常德坡头,长江,沅江（入洞庭湖）,8,Ⅰ,6,Ⅱ,4,Ⅲ,9999,-,1,Ⅳ
2015/4/1 4:00,118,四川泸州沱江二桥,长江,沱江（入长江前）,7,Ⅰ,8,Ⅰ,4,Ⅲ,9999,-,0,Ⅱ
2015/4/1 4:00,107,湖南岳阳岳阳楼,长江,洞庭湖出口,7,Ⅰ,8,Ⅰ,-1,-,9999,-,0,Ⅱ
2015/4/1 4:00,114,江西九江蛤蟆石,长江,鄱阳湖出口,7,Ⅰ,7,Ⅱ,3,Ⅱ,9999,-,0,Ⅲ
2015/4/1 4:00,117,四川宜宾凉姜沟,长江,岷江（入长江前）,7,Ⅰ,7,Ⅰ,2,Ⅱ,9999,-,0,Ⅰ
2015/4/1 4:00,76,江西九江河西水厂,长江,长江干流（鄂-赣省界）,7,Ⅰ,7,Ⅰ,2,Ⅱ,9999,-,0,Ⅰ
2015/4/1 4:00,167,贵州赤水鲢鱼溪,长江,赤水河（黔-川省界）,7,Ⅰ,8,Ⅰ,1,Ⅰ,9999,-,0,Ⅱ
2015/4/1 4:00,175,湖南常德沙河口,长江,澧水（入洞庭湖）,7,Ⅰ,7,Ⅱ,7,Ⅳ,9999,-,0,Ⅲ
2015/4/1 4:00,18,江苏南京林山,长江,长江干流（皖-苏省界）,7,Ⅰ,8,Ⅰ,4,Ⅲ,9999,-,0,Ⅱ
2015/4/1 4:00,112,江苏扬州三江营,长江,夹江（南水北调取水口）,7,Ⅰ,8,Ⅰ,1,Ⅰ,9999,-,0,Ⅰ
2015/4/1 4:00,74,四川攀枝花龙洞,长江,长江干流,8,Ⅰ,8,Ⅰ,1,Ⅰ,9999,-,0,Ⅰ
2015/4/1 4:00,16,湖南岳阳城陵矶,长江,长江干流,7,Ⅰ,10,Ⅰ,-1,-,9999,-,0,Ⅱ
2015/4/1 4:00,65,湖北武汉宗关,长江,汉江（入长江前）,7,Ⅰ,8,Ⅰ,2,Ⅱ,9999,-,0,Ⅱ
