2015/8/1 0:00,65,湖北武汉宗关,长江,汉江（入长江前）,7.93,Ⅰ,7.3,Ⅱ,1.85,Ⅰ,9999,-,0.08,Ⅰ
2015/8/1 4:00,107,湖南岳阳岳阳楼,长江,洞庭湖出口,7.56,Ⅰ,7.9,Ⅰ,1.36,Ⅰ,9999,-,0.09,Ⅰ
2015/8/1 4:00,76,江西九江河西水厂,长江,长江干流（鄂-赣省界）,7.39,Ⅰ,6.45,Ⅱ,2.02,Ⅱ,9999,-,0.18,Ⅱ
2015/8/1 4:00,16,湖南岳阳城陵矶,长江,长江干流,7.68,Ⅰ,10.62,Ⅰ,2.1,Ⅱ,9999,-,0.08,Ⅰ
2015/8/1 4:00,118,四川泸州沱江二桥,长江,沱江（入长江前）,7.63,Ⅰ,6.28,Ⅱ,4.11,Ⅲ,9999,-,0.09,Ⅰ
2015/8/1 4:00,112,江苏扬州三江营,长江,夹江（南水北调取水口）,7.27,Ⅰ,6.62,Ⅱ,3.72,Ⅱ,9999,-,0.1,Ⅰ
2015/8/1 4:00,74,四川攀枝花龙洞,长江,长江干流,7.8,Ⅰ,8.64,Ⅰ,1.38,Ⅰ,9999,-,0.02,Ⅰ
2015/8/1 4:00,167,贵州赤水鲢鱼溪,长江,赤水河（黔-川省界）,7.99,Ⅰ,8.45,Ⅰ,0.86,Ⅰ,9999,-,0.08,Ⅰ
2015/8/1 4:00,18,江苏南京林山,长江,长江干流（皖-苏省界）,7.7,Ⅰ,6,Ⅱ,-1,-,9999,-,0.23,Ⅱ
2015/8/1 4:00,137,河南南阳陶岔,长江,南水北调中线取水口,7.72,Ⅰ,7.94,Ⅰ,2.6,Ⅱ,9999,-,0.12,Ⅰ
2015/8/1 4:00,5,重庆朱沱,长江,长江干流（川-渝省界）,7.97,Ⅰ,7.52,Ⅰ,2.09,Ⅱ,9999,-,0.21,Ⅱ
2015/8/1 4:00,56,安徽安庆皖河口,长江,长江干流,7.24,Ⅰ,6.27,Ⅱ,2.5,Ⅱ,9999,-,0.13,Ⅰ
2015/8/1 4:00,119,四川乐山岷江大桥,长江,岷江（与大渡河汇合前）,7.78,Ⅰ,6.63,Ⅱ,2.59,Ⅱ,9999,-,0.23,Ⅱ
2015/8/1 4:00,173,湖南常德坡头,长江,沅江（入洞庭湖）,8.37,Ⅰ,5.69,Ⅲ,0.98,Ⅰ,9999,-,-1,-
2015/8/1 4:00,110,湖南长沙新港,长江,湘江（洞庭湖入口）,7.9,Ⅰ,5.5,Ⅲ,2.55,Ⅱ,9999,-,-1,-
2015/8/1 4:00,114,江西九江蛤蟆石,长江,鄱阳湖出口,7.24,Ⅰ,6.56,Ⅱ,2.34,Ⅱ,9999,-,0.2,Ⅱ
2015/8/1 4:00,117,四川宜宾凉姜沟,长江,岷江（入长江前）,7.47,Ⅰ,7.87,Ⅰ,3.4,Ⅱ,9999,-,0.18,Ⅱ
2015/8/1 4:00,75,湖北宜昌南津关,长江,长江干流（三峡水库出口）,6.69,Ⅰ,6.64,Ⅱ,2.29,Ⅱ,9999,-,0.15,Ⅰ
2015/8/1 7:00,184,湖南益阳万家嘴,长江,资水（入洞庭湖前）,8.45,Ⅰ,8.43,Ⅰ,1.99,Ⅰ,9999,-,-1,-
2015/8/1 8:00,75,湖北宜昌南津关,长江,长江干流（三峡水库出口）,6.71,Ⅰ,6.67,Ⅱ,2.13,Ⅱ,9999,-,0.15,Ⅰ
2015/8/1 8:00,118,四川泸州沱江二桥,长江,沱江（入长江前）,7.6,Ⅰ,6.08,Ⅱ,4.12,Ⅲ,9999,-,0.12,Ⅰ
2015/8/1 8:00,56,安徽安庆皖河口,长江,长江干流,7.24,Ⅰ,6.27,Ⅱ,2.52,Ⅱ,9999,-,0.14,Ⅰ
2015/8/1 8:00,114,江西九江蛤蟆石,长江,鄱阳湖出口,7.21,Ⅰ,6.51,Ⅱ,2.38,Ⅱ,9999,-,0.2,Ⅱ
2015/8/1 8:00,137,河南南阳陶岔,长江,南水北调中线取水口,7.74,Ⅰ,7.99,Ⅰ,2.41,Ⅱ,9999,-,0.06,Ⅰ
2015/8/1 8:00,18,江苏南京林山,长江,长江干流（皖-苏省界）,7.7,Ⅰ,6,Ⅱ,0.77,Ⅰ,9999,-,0.28,Ⅱ
2015/8/1 8:00,117,四川宜宾凉姜沟,长江,岷江（入长江前）,7.41,Ⅰ,7.89,Ⅰ,3.23,Ⅱ,9999,-,0.13,Ⅰ
2015/8/1 8:00,110,湖南长沙新港,长江,湘江（洞庭湖入口）,7.88,Ⅰ,5.26,Ⅲ,2.62,Ⅱ,9999,-,-1,-
2015/8/1 8:00,173,湖南常德坡头,长江,沅江（入洞庭湖）,8.54,Ⅰ,5.94,Ⅲ,1.8,Ⅰ,9999,-,-1,-
2015/8/1 8:00,16,湖南岳阳城陵矶,长江,长江干流,7.67,Ⅰ,10.31,Ⅰ,1.66,Ⅰ,9999,-,0.06,Ⅰ
