2016/7/1 0:00,18,江苏南京林山,长江,长江干流（皖-苏省界）,7.56,Ⅰ,5.14,Ⅲ,2.76,Ⅱ,9999,-,0.17,Ⅱ
2016/7/1 4:00,119,四川乐山岷江大桥,长江,岷江（与大渡河汇合前）,7.57,Ⅰ,7.27,Ⅱ,2.82,Ⅱ,9999,-,0.27,Ⅱ
2016/7/1 4:00,125,湖北丹江口胡家岭,长江,丹江口水库（库体）,8.23,Ⅰ,8.56,Ⅰ,2.87,Ⅱ,9999,-,0.09,Ⅰ
2016/7/1 4:00,137,河南南阳陶岔,长江,南水北调中线取水口,8.57,Ⅰ,8.43,Ⅰ,-1,-,9999,-,0.05,Ⅰ
2016/7/1 4:00,76,江西九江河西水厂,长江,长江干流（鄂-赣省界）,7.34,Ⅰ,7.04,Ⅱ,3.08,Ⅱ,9999,-,0.09,Ⅰ
2016/7/1 4:00,158,四川广元清风峡,长江,嘉陵江（陕-川省界）,7.79,Ⅰ,7.99,Ⅰ,1.29,Ⅰ,1.71,-,0.03,Ⅰ
2016/7/1 4:00,117,四川宜宾凉姜沟,长江,岷江（入长江前）,8.01,Ⅰ,7.93,Ⅰ,2.5,Ⅱ,9999,-,0.13,Ⅰ
2016/7/1 4:00,118,四川泸州沱江二桥,长江,沱江（入长江前）,7.72,Ⅰ,6.94,Ⅱ,6.39,Ⅳ,9999,-,0.21,Ⅱ
2016/7/1 4:00,173,湖南常德坡头,长江,沅江（入洞庭湖）,8.43,Ⅰ,-1,-,2.48,Ⅱ,9999,-,0.2,Ⅱ
2016/7/1 4:00,110,湖南长沙新港,长江,湘江（洞庭湖入口）,6.42,Ⅰ,6.08,Ⅱ,1.15,Ⅰ,-1,-,0.06,Ⅰ
2016/7/1 4:00,175,湖南常德沙河口,长江,澧水（入洞庭湖）,7.96,Ⅰ,-1,-,-1,-,9999,-,-1,-
2016/7/1 4:00,65,湖北武汉宗关,长江,汉江（入长江前）,7.16,Ⅰ,5.16,Ⅲ,3.06,Ⅱ,9999,-,0.35,Ⅱ
2016/7/1 4:00,5,重庆朱沱,长江,长江干流（川-渝省界）,7.98,Ⅰ,6.9,Ⅱ,-1,-,9999,-,0.07,Ⅰ
2016/7/1 4:00,114,江西九江蛤蟆石,长江,鄱阳湖出口,6.88,Ⅰ,6.32,Ⅱ,2.21,Ⅱ,9999,-,0.16,Ⅱ
2016/7/1 4:00,75,湖北宜昌南津关,长江,长江干流（三峡水库出口）,7.49,Ⅰ,7.05,Ⅱ,3.24,Ⅱ,9999,-,0.04,Ⅰ
2016/7/1 6:00,56,安徽安庆皖河口,长江,长江干流,7.12,Ⅰ,6.39,Ⅱ,2.7,Ⅱ,9999,-,0.03,Ⅰ
2016/7/1 8:00,175,湖南常德沙河口,长江,澧水（入洞庭湖）,7.97,Ⅰ,-1,-,-1,-,9999,-,-1,-
2016/7/1 8:00,5,重庆朱沱,长江,长江干流（川-渝省界）,7.98,Ⅰ,6.87,Ⅱ,-1,-,9999,-,0.08,Ⅰ
2016/7/1 8:00,56,安徽安庆皖河口,长江,长江干流,7.14,Ⅰ,6.41,Ⅱ,2.73,Ⅱ,9999,-,0.03,Ⅰ
2016/7/1 8:00,75,湖北宜昌南津关,长江,长江干流（三峡水库出口）,7.5,Ⅰ,7.11,Ⅱ,3.86,Ⅱ,9999,-,0.06,Ⅰ
2016/7/1 8:00,76,江西九江河西水厂,长江,长江干流（鄂-赣省界）,7.35,Ⅰ,7.42,Ⅱ,3.51,Ⅱ,9999,-,0.14,Ⅰ
2016/7/1 8:00,110,湖南长沙新港,长江,湘江（洞庭湖入口）,6.44,Ⅰ,5.94,Ⅲ,1.33,Ⅰ,0.36,-,0.04,Ⅰ
2016/7/1 8:00,114,江西九江蛤蟆石,长江,鄱阳湖出口,6.88,Ⅰ,5.99,Ⅲ,2.18,Ⅱ,9999,-,0.16,Ⅱ
2016/7/1 8:00,125,湖北丹江口胡家岭,长江,丹江口水库（库体）,8.22,Ⅰ,8.47,Ⅰ,2.92,Ⅱ,9999,-,0.12,Ⅰ
2016/7/1 8:00,137,河南南阳陶岔,长江,南水北调中线取水口,8.57,Ⅰ,8.42,Ⅰ,-1,-,9999,-,0.05,Ⅰ
2016/7/1 8:00,167,贵州赤水鲢鱼溪,长江,赤水河（黔-川省界）,7.82,Ⅰ,6.92,Ⅱ,3.18,Ⅱ,9999,-,0.23,Ⅱ
2016/7/1 8:00,173,湖南常德坡头,长江,沅江（入洞庭湖）,7.75,Ⅰ,-1,-,1.88,Ⅰ,9999,-,0.21,Ⅱ
2016/7/1 9:00,112,江苏扬州三江营,长江,夹江（南水北调取水口）,7.67,Ⅰ,5.53,Ⅲ,5.3,Ⅲ,1.5,-,0.12,Ⅰ
2016/7/1 11:00,112,江苏扬州三江营,长江,夹江（南水北调取水口）,7.32,Ⅰ,5.88,Ⅲ,3.9,Ⅱ,1.5,-,0.1,Ⅰ
2016/7/1 12:00,123,江西南昌滁槎,长江,赣江（鄱阳湖入口）,6.08,Ⅰ,6.17,Ⅱ,3.75,Ⅱ,3.12,-,0.19,Ⅱ
2016/7/1 12:00,125,湖北丹江口胡家岭,长江,丹江口水库（库体）,8.2,Ⅰ,8.61,Ⅰ,2.86,Ⅱ,9999,-,0.1,Ⅰ
2016/7/1 12:00,118,四川泸州沱江二桥,长江,沱江（入长江前）,7.49,Ⅰ,6.9,Ⅱ,-1,-,9999,-,0.24,Ⅱ
2016/7/1 12:00,137,河南南阳陶岔,长江,南水北调中线取水口,8.7,Ⅰ,8.78,Ⅰ,-1,-,9999,-,0.05,Ⅰ
2016/7/1 12:00,173,湖南常德坡头,长江,沅江（入洞庭湖）,7.53,Ⅰ,-1,-,2.99,Ⅱ,9999,-,0.21,Ⅱ
2016/7/1 12:00,56,安徽安庆皖河口,长江,长江干流,7.15,Ⅰ,6.3,Ⅱ,-1,-,9999,-,0.03,Ⅰ
2016/7/1 12:00,175,湖南常德沙河口,长江,澧水（入洞庭湖）,7.98,Ⅰ,-1,-,-1,-,9999,-,3.53,劣Ⅴ
